robustness_family,model_label,outcome,country_scope,term,coefficient,standard_error,ci_lower,ci_upper,p_value,estimation_n,psu_count,fe_region_count,weight_method,clustering_method,fe_included,reference_category_metadata,preferred_model_n,baseline_n,n_excluded_by_household_wash_states
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,const,-0.29428362920951623,0.08721229424769204,-0.46521658494410234,-0.12335067347493009,0.000739938521621256,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,_water_hh_binary,0.0015364466840869684,0.035186452036868876,-0.06742773205192205,0.07050062542009598,0.9651707531209742,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,_sanitation_hh_binary,0.018674154064571156,0.028165107670704823,-0.036528442590703106,0.07387675071984542,0.5073149168542126,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,b19_raw,-0.0038044708853143525,0.0006564840773896966,-0.005091156033422164,-0.0025177857372065417,6.823091524141504e-09,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,birth_order_raw,0.007098628082810762,0.008826199255567635,-0.010200404578476038,0.02439766074409756,0.4212423150861392,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,maternal_age,-0.002833421942926273,0.0026545925237921723,-0.008036327683188217,0.0023694837973356714,0.2858065717400292,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,household_size_raw,-0.0068036014942750205,0.00403172655233131,-0.01470564033235823,0.0010984373438081884,0.09150425082931472,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,child_sex_Female,0.033301969479069375,0.019874012668467854,-0.005650379579420391,0.07225431853755915,0.09380597850121176,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,maternal_education_Higher,0.07403974187610624,0.05967421190879934,-0.04291956427095166,0.19099904802316414,0.2147045360775076,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,maternal_education_Primary,0.1290994108350018,0.04372352385320854,0.04340287880553509,0.2147959428644685,0.0031507884232050386,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,maternal_education_Secondary,-0.04543285212668133,0.0495760536214892,-0.14260013172042668,0.051734427467064026,0.3594427886105376,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,literacy_Able to read only parts of sentence,0.03540956769731259,0.04749434859704252,-0.05767764502208119,0.12849678041670637,0.45593731036105345,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,literacy_Able to read whole sentence,0.15070870305234388,0.044308681904629464,0.06386528231682852,0.23755212378785923,0.0006705741638842736,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,literacy_Blind/visually impaired,0.23194886441471027,0.2251678986465153,-0.20937210740702486,0.6732698362364454,0.30295595269055664,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,literacy_No card with required language,0.5803174797069769,0.2890357049974694,0.013817907665793161,1.1468170517481606,0.04466764169130759,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,wealth_quintile_Middle,0.1670514890111505,0.04114188144143743,0.08641488312971628,0.2476880948925847,4.899384895930708e-05,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,wealth_quintile_Poorer,0.1392506936083566,0.036200008677344686,0.06829998036072357,0.21020140685598962,0.00011971778775279596,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,wealth_quintile_Richer,0.14824331619284956,0.04723493383225128,0.055664547069504536,0.2408220853161946,0.001698581644872135,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,wealth_quintile_Richest,0.27792071423597337,0.06189236521749353,0.15661390749168652,0.3992275209802602,7.109365711736335e-06,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
household_wash_baseline,section_9_1_transparent_baseline_no_fe,whz,pooled,residence_Urban,-0.11755355151372007,0.03712603752863991,-0.19031924795853672,-0.04478785506890341,0.0015437176116515205,36145,4426,0,model_specific_equal_total_country_weight,cluster_robust_country_psu,False,"{'child_sex': {'reference': 'Male', 'reference_column': 'child_sex_Male'}, 'maternal_education': {'reference': 'No education', 'reference_column': 'maternal_education_No education'}, 'literacy': {'reference': 'Cannot read at all', 'reference_column': 'literacy_Cannot read at all'}, 'wealth_quintile': {'reference': 'Poorest', 'reference_column': 'wealth_quintile_Poorest'}, 'residence': {'reference': 'Rural', 'reference_column': 'residence_Rural'}}",37088,36145,943
