development_family,model_label,outcome,sample_variant,term,coefficient,standard_error,ci_lower,ci_upper,p_value,estimation_n,psu_count,fe_region_count,weight_method,clustering_method,se_note
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::13,-0.2850888409975005,0.09997141643293711,-0.48102921668951293,-0.08914846530548803,0.004348563763246419,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::14,-0.3558217171831951,0.11203675767196139,-0.575409727164881,-0.13623370720150918,0.0014935323032646078,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::15,0.026714442694432766,0.10368301678989855,-0.17650053602223012,0.22992942141109565,0.7966732156762986,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::16,-0.2745220130363635,0.1109315608910297,-0.4919438771315937,-0.05710014894113327,0.013334921440053292,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::17,0.23385476842928685,0.1583891531546704,-0.07658226729566583,0.5442918041542395,0.13982125983795415,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::18,-0.07301835971355596,0.10197901567631276,-0.27289355761797457,0.12685683819086263,0.4739829660021335,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::19,-0.38272386700242533,0.1061083039381893,-0.590692321181906,-0.1747554128229447,0.0003098564768673223,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::20,-0.09603402591869177,0.11277796391091637,-0.3170747734338458,0.1250067215964623,0.3944739899744176,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::21,-0.2637366340301474,0.11402066547626472,-0.4872130318569158,-0.04026023620337904,0.020719343650449393,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::22,-0.355042663266419,0.09787994486145894,-0.5468838300036448,-0.1632014965291931,0.00028636943163445016,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::23,-0.23498711397449593,0.0969098495679126,-0.4249269288747991,-0.04504729907419272,0.015316774104372946,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::24,-0.09345879618115241,0.1000966537606795,-0.28964463252506,0.10272704016275516,0.35046613662695636,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::25,-0.46950464735243147,0.10136519854211547,-0.6681767857807298,-0.27083250892413313,3.6247743040593414e-06,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::26,-0.5158448609813644,0.10202644383897078,-0.7158130163764456,-0.3158767055862832,4.2815978447738957e-07,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::27,-0.41975454645630955,0.10270911718753443,-0.6210607170277809,-0.2184483758848382,4.373101502417316e-05,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::28,-0.1924530425304659,0.10931834635070693,-0.4067130642273271,0.02180697916639532,0.07832602149878222,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::29,-0.6167995369402303,0.12103481258634718,-0.854023410485026,-0.3795756633954346,3.4681235033009395e-07,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::30,-0.46881681675900283,0.1001388543971297,-0.6650853648304775,-0.2725482686875282,2.8455080101173494e-06,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::31,-0.6222599914079973,0.10501268114835395,-0.8280810643787593,-0.41643891843723524,3.1121600493011248e-09,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::32,-0.1982521008397973,0.11166288165730909,-0.4171073272980813,0.020603125618486734,0.07582326335986382,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
model_C_joint_household_community,joint_common_sample,whz,common_sample,country_admin_region_nigeria::33,-0.3539497910556301,0.12384035227890941,-0.5966724213550454,-0.11122716075621489,0.004261678354609325,36145,4426,114,model_specific_equal_total_country_weight,cluster_robust_country_psu,baseline cluster-robust SE (statsmodels default)
