spec,outcome,term,coefficient,se,ci_lower,ci_upper,p_value,N,reference_age_band
H2_household_cluster_fe_DF_CORRECTED,haz,_water_hh_binary,-0.1708010232423274,0.07527287088654616,-0.3183331391928914,-0.02326890729176337,0.023262768846742388,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_sani_hh_binary,0.06834105997236813,0.06719393705167596,-0.06335663662836828,0.20003875657310455,0.3091192639261382,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_water_hh_binary_x_0_5,-0.1082476814014178,0.12448723969936905,-0.35223818774698595,0.13574282494415035,0.38454724134612306,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_water_hh_binary_x_6_11,0.08655864081332926,0.12015204868713379,-0.14893504728215606,0.3220523289088146,0.47127308956003766,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_water_hh_binary_x_24_35,0.07529061039344183,0.08764412294442431,-0.09648871403423041,0.24706993482111406,0.39031339323758907,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_water_hh_binary_x_36_47,0.22592325563633786,0.08156615944457135,0.06605652076772645,0.3857899905049493,0.005608796332986721,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_water_hh_binary_x_48_59,0.18719982426167125,0.08045858724877117,0.029503891007106126,0.34489575751623636,0.019983336840575294,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_sani_hh_binary_x_0_5,-0.3060694084994176,0.1011987218002768,-0.5044152585094486,-0.10772355848938667,0.0024909431148816275,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_sani_hh_binary_x_6_11,-0.146031661814132,0.09824934959989767,-0.3385968485344162,0.04653352490615223,0.13718995543354318,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_sani_hh_binary_x_24_35,0.03601208695212288,0.08082835757297022,-0.12240858282042408,0.19443275672466984,0.6559311640353578,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_sani_hh_binary_x_36_47,0.027190632978460506,0.07754035825217319,-0.12478567654413211,0.1791669425010531,0.725840235211515,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,haz,_sani_hh_binary_x_48_59,-0.014619000840157537,0.07479686004633834,-0.16121815268766362,0.13198015100734853,0.8450411526742989,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_water_hh_binary__band_0-5,-0.2790487046437452,0.10662416663302197,-0.48802823112606564,-0.07006917816142477,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_water_hh_binary__band_6-11,-0.08424238242899815,0.10923946406693853,-0.29834779769065506,0.12986303283265876,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_water_hh_binary__band_12-23,-0.1708010232423274,0.07527287088654616,-0.3183331391928914,-0.02326890729176337,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_water_hh_binary__band_24-35,-0.09551041284888558,0.06733844257857083,-0.22749133507790287,0.03647050938013173,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_water_hh_binary__band_36-47,0.055122232394010456,0.07082627913878091,-0.08369472387698068,0.1939391886650016,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_water_hh_binary__band_48-59,0.01639880101934385,0.07318085474426753,-0.12703303863727763,0.15983064067596534,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_sani_hh_binary__band_0-5,-0.2377283485270495,0.08789914697846603,-0.4100075108766356,-0.06544918617746337,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_sani_hh_binary__band_6-11,-0.07769060184176386,0.08801303641714113,-0.2501929833893727,0.09481177970584494,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_sani_hh_binary__band_12-23,0.06834105997236813,0.06719393705167596,-0.06335663662836828,0.20003875657310455,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_sani_hh_binary__band_24-35,0.104353146924491,0.06840094665510342,-0.029710245027957174,0.2384165388769392,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_sani_hh_binary__band_36-47,0.09553169295082864,0.06528380382475771,-0.0324222113194747,0.22348559722113198,,36040,12-23
H2_implied_total_by_band_DF_CORRECTED,haz,_sani_hh_binary__band_48-59,0.05372205913221059,0.06168199239910171,-0.06717242446470212,0.1746165427291233,,36040,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_water_hh_binary,-0.11111129773185242,0.057320124675913214,-0.22345667768598798,0.00123408222228312,0.052570254919381165,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_sani_hh_binary,0.1710143888714885,0.058650892615087276,0.056060751684791216,0.28596802605818583,0.003547755914099282,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_water_hh_binary_x_0_5,0.057514479325092974,0.09895026814048666,-0.13642448249084205,0.25145344114102797,0.5610744527810794,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_water_hh_binary_x_6_11,0.2147056723826564,0.08738526525654583,0.04343369970034727,0.3859776450649655,0.01401023490603226,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_water_hh_binary_x_24_35,0.007739504146988143,0.06920530129530097,-0.1279003939310449,0.1433794022250212,0.9109550459051954,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_water_hh_binary_x_36_47,0.14594852565716937,0.06473596113356753,0.019068373330792282,0.2728286779835465,0.024163467544800588,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_water_hh_binary_x_48_59,0.13833023924564264,0.06325274377993383,0.01435713951363242,0.26230333897765284,0.028746576831501836,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_sani_hh_binary_x_0_5,-0.2836512604536119,0.0897575704581898,-0.4595728658914802,-0.10772965501574355,0.0015766457418018298,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_sani_hh_binary_x_6_11,-0.20935048792500024,0.09052151219335607,-0.3867693916500815,-0.03193158419991901,0.02073829622695844,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_sani_hh_binary_x_24_35,-0.04943987186816149,0.06884311694426949,-0.18436990166240882,0.08549015792608586,0.4726631249531914,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_sani_hh_binary_x_36_47,-0.1115729495370021,0.06389438265572078,-0.23680363835663554,0.013657739282631323,0.08077463200441803,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,waz,_sani_hh_binary_x_48_59,-0.15879635724709856,0.06446864577557226,-0.28515258109929054,-0.03244013339490662,0.013771982761512369,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_water_hh_binary__band_0-5,-0.05359681840675945,0.08834050494662106,-0.22674102647821923,0.11954738966470033,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_water_hh_binary__band_6-11,0.10359437465080397,0.07789931586770686,-0.049085478870211016,0.25627422817181894,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_water_hh_binary__band_12-23,-0.11111129773185242,0.057320124675913214,-0.22345667768598798,0.00123408222228312,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_water_hh_binary__band_24-35,-0.10337179358486429,0.06250129650496211,-0.2258720837216492,0.019128496551920615,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_water_hh_binary__band_36-47,0.034837227925316946,0.05801293236087122,-0.07886603013954885,0.14854048599018274,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_water_hh_binary__band_48-59,0.027218941513790215,0.0537614005814073,-0.07815146738419881,0.13258935041177924,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_sani_hh_binary__band_0-5,-0.11263687158212338,0.08029369741755324,-0.27000962670608447,0.04473588354183772,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_sani_hh_binary__band_6-11,-0.038336099053511735,0.07922250056724699,-0.19360934693051984,0.11693714882349637,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_sani_hh_binary__band_12-23,0.1710143888714885,0.058650892615087276,0.056060751684791216,0.28596802605818583,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_sani_hh_binary__band_24-35,0.12157451700332703,0.05639634272674709,0.011039716399125307,0.23210931760752873,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_sani_hh_binary__band_36-47,0.05944143933448641,0.05306129313787746,-0.04455678418887572,0.16343966285784856,,36308,12-23
H2_implied_total_by_band_DF_CORRECTED,waz,_sani_hh_binary__band_48-59,0.012218031624389947,0.051018468773739,-0.08777632971851987,0.11221239296729976,,36308,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_water_hh_binary,-0.0011747109495819216,0.06220125701989284,-0.1230869345016911,0.12073751260252726,0.9849323299640804,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_sani_hh_binary,0.20454612559521962,0.060469007635236056,0.0860290484492794,0.32306320274115985,0.0007178730794987764,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_water_hh_binary_x_0_5,0.1228802575612583,0.10798009249310436,-0.08875683477253012,0.3345173498950467,0.2551246885467595,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_water_hh_binary_x_6_11,0.20913981757499353,0.10138919979590803,0.010420637553677975,0.40785899759630906,0.039137093953199864,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_water_hh_binary_x_24_35,-0.06435863657893989,0.08351244937457743,-0.2280400296138362,0.09932275645595642,0.44091606685292817,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_water_hh_binary_x_36_47,-0.023239743580932937,0.0779071708561543,-0.1759349925964039,0.12945550543453802,0.7654738661915059,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_water_hh_binary_x_48_59,-0.008857115449466744,0.07345722129411868,-0.1528306235903281,0.1351163926913946,0.9040275529260693,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_sani_hh_binary_x_0_5,-0.16919203374431757,0.09550132829487226,-0.3563711976780032,0.017987130189368067,0.07645770875582025,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_sani_hh_binary_x_6_11,-0.17297217731247858,0.09437325111911915,-0.3579403506099065,0.011995995984949298,0.06682462262790301,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_sani_hh_binary_x_24_35,-0.11914959626430906,0.07608591786459024,-0.2682752550095786,0.029976062480960505,0.11735154365969813,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_sani_hh_binary_x_36_47,-0.18297968197273043,0.07199960588021255,-0.32409631639902536,-0.04186304754643552,0.011041003545387174,36145,12-23
H2_household_cluster_fe_DF_CORRECTED,whz,_sani_hh_binary_x_48_59,-0.2765522316904988,0.07055659785529021,-0.41484062235854363,-0.13826384102245398,8.870340447453273e-05,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_water_hh_binary__band_0-5,0.12170554661167637,0.09925776947427331,-0.07283610674367849,0.3162471999670312,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_water_hh_binary__band_6-11,0.20796510662541162,0.08637453605940018,0.03867412676763107,0.3772560864831922,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_water_hh_binary__band_12-23,-0.0011747109495819216,0.06220125701989284,-0.1230869345016911,0.12073751260252726,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_water_hh_binary__band_24-35,-0.06553334752852182,0.06770518131687023,-0.1982330644763416,0.06716636941929797,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_water_hh_binary__band_36-47,-0.02441445453051486,0.06313796583557779,-0.1481625936253677,0.099333684564338,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_water_hh_binary__band_48-59,-0.010031826399048666,0.05028587493317666,-0.10859033019916042,0.0885266774010631,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_sani_hh_binary__band_0-5,0.03535409185090205,0.08555173403543857,-0.1323242256735071,0.2030324093753112,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_sani_hh_binary__band_6-11,0.03157394828274104,0.08162039920748343,-0.12839909456770804,0.19154699113319013,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_sani_hh_binary__band_12-23,0.20454612559521962,0.060469007635236056,0.0860290484492794,0.32306320274115985,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_sani_hh_binary__band_24-35,0.08539652933091056,0.059051565991294165,-0.03034241324271629,0.2011354719045374,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_sani_hh_binary__band_36-47,0.02156644362248919,0.05692435184772223,-0.09000323584233245,0.13313612308731082,,36145,12-23
H2_implied_total_by_band_DF_CORRECTED,whz,_sani_hh_binary__band_48-59,-0.07200610609527919,0.04989620187989178,-0.1698008647452068,0.025788652554648434,,36145,12-23
