file_key,path,sha256_before,sha256_after,match
step11_main_regressions_script,C:\Users\user\Documents\Graduation_Thesis\scripts\dhs_harmonization\11_main_regressions.py,ab2df40edfce5cf70d2a55ea52f085510f164b21c92a8c0f9e013e561a24d1ea,ab2df40edfce5cf70d2a55ea52f085510f164b21c92a8c0f9e013e561a24d1ea,True
step12_robustness_script,C:\Users\user\Documents\Graduation_Thesis\scripts\dhs_harmonization\12_robustness.py,136a375de86ba2c4fcaa09b0b5e3d974fd0e0c69b5632884d8265681946a8aee,136a375de86ba2c4fcaa09b0b5e3d974fd0e0c69b5632884d8265681946a8aee,True
main_continuous_models_output,c:\Users\user\Documents\Graduation_Thesis\outputs\regressions\main_continuous_models.csv,de6d905e92623d1e16d8ec42130f0db42ba3924bf3d5414d6efc3ff7c203026f,de6d905e92623d1e16d8ec42130f0db42ba3924bf3d5414d6efc3ff7c203026f,True
robustness_household_wash_output,c:\Users\user\Documents\Graduation_Thesis\outputs\regressions\robustness_household_wash.csv,945d326eebf6a244a3b3ffb0341c4f9ce2b5be56eaa57c3a65299994f054fd09,945d326eebf6a244a3b3ffb0341c4f9ce2b5be56eaa57c3a65299994f054fd09,True
